"lower","averageEffect","upper","posterior_prob","article_names","significance","positive"
4.78320995461026,6.25852456581705,7.73901197820739,0.00100502512562814,"amitermesmeridionalis",1,1
-33.5037318529327,-7.19487986981208,21.6889856510017,0.288169868554095,"bamboolemur",0,0
-428.003946337611,-131.642603648968,170.585477166746,0.18932527693857,"bobcat",0,0
1.26909598708205,3.91297758739729,6.69053930154602,0.00417536534446764,"bullersalbatross",1,1
73.7713725713481,81.7070483496395,90.6194999572564,0.00104602510460251,"butcherbird",1,1
-101.396099767666,11.1873147854749,136.605230483142,0.455005055611729,"caribou",0,1
6.31838333112425,20.7622180852986,36.5069265493673,0.00403632694248234,"chinstrappenguin",1,1
5.70722308145612,26.1236264222268,50.9154677358707,0.00704225352112676,"colubridae",1,1
4.82924108958175,7.7932527600687,10.9434012744474,0.00100603621730382,"desertlongearedbat",1,1
0.0522185256925618,18.0689184183372,36.9774041209672,0.0261832829808661,"dracogenus",1,1
-1.88346484268553,2.30629879475305,6.65668452185152,0.169888097660224,"fairytern",0,1
198.997017831158,294.268861773149,395.400455778758,0.00101010101010101,"flamingo",1,1
-17.9547369085277,13.3041481463453,49.0736646137505,0.216515609264854,"giantanteater",0,1
-624.53264797085,-86.287342996433,492.12045080759,0.396984924623116,"giantotter",0,0
-241.716259914367,-150.229642148631,-46.7893991150809,0.00408997955010225,"goldeneagle",1,0
-11.2092511544447,10.7661887075818,31.2194361975181,0.177,"goldenmole",0,1
-0.630097340674764,2.94430032439588,6.54169945386876,0.0618556701030928,"goldeneyeduck",0,1
1.61107211146952,3.48054684073462,5.56280030295396,0.00203458799593082,"greatbowerbird",1,1
-12.1218869795641,2.89574773412801,20.0037993933773,0.369959677419355,"harrisshawk",0,1
-1110.32662812287,-280.976708735429,562.54789550987,0.24581589958159,"komododragon",0,0
-25.0946443780688,0.401993756940868,25.5474871781205,0.499491353001017,"koribustard",0,1
-1.87526888235593,0.988726440779283,3.9350584871701,0.250521920668058,"lagidium",0,1
-521.851446198349,-344.482490805797,-160.050505206701,0.00100704934541793,"locust",1,0
-0.811734469753234,1.44518629523905,3.78426956878952,0.105583756345178,"micromys",0,1
3.23394369442826,15.1744534653876,27.9734592880938,0.00905432595573441,"nubianibex",1,1
-0.648611219599432,2.1773989356614,5.18812935336721,0.0647118301314459,"pachydactylusrangei",0,1
-1.25335056740346,1.16704952627413,3.67953549565111,0.1841046277666,"palechantinggoshawk",0,1
-201.310307768517,-39.471977561248,129.550433505637,0.314459049544995,"pygmythreetoedsloth",0,0
7.28707216709001,11.8343550340332,16.4050630544855,0.00177619893428064,"railroadworm",1,1
2.31736844357199,5.270951444891,8.66532626802488,0.00101936799184506,"redbirdofparadise",1,1
21.5498302151518,49.8684490347293,81.9715189297461,0.00102564102564103,"riverdolphin",1,1
-13.6163509103227,28.821175748042,74.9363782005176,0.10171198388721,"saigaantelope",0,1
5.82640832956925,13.3260883934945,21.1579893825888,0.001,"sandgrouse",1,1
-6.97801185124899,1.60344568802084,10.725229986455,0.368475991649269,"shearwater",0,1
-884.739585337371,-507.324001967002,-157.035391154196,0.00583657587548638,"slothbear",1,0
1.29009850698804,5.39106286741646,9.94793806289907,0.008,"snarespenguin",1,1
3.34547750334027,5.51697618541678,7.56025470080776,0.001,"southerncarminebeeeater",1,1
-151.163730016022,-39.5218465490454,86.0661856702169,0.237185929648241,"spidermonkey",0,0
65.331485920051,113.304035367374,165.30491491077,0.00100603621730382,"spottedhyena",1,1
7.88784071168119,12.3315785857751,17.1921619914303,0.001,"swordbilledhummingbird",1,1
-15.3826026485075,42.2707142253628,102.703862017389,0.081,"welscatfish",0,1
7.74953423500775,21.4189998385643,36.2951893551017,0.00313152400835073,"wilsonsbirdofparadise",1,1
-15.0198430018922,8.01524980982617,32.320473545675,0.256332320162107,"yellowcrazyant",0,1
